prompt_id,group,run_name,prompt_task,accuracy,f1,choices_in_prompt,training_task
ed215962-8e51-45e7-b025-6e822f877098,WiC,CTBase,CommonGen,51.2539184952978,6.606606606606606,False,True
b7012213-04c4-424d-85fb-39d63d8a0ca2,WiC,CTBase,CommonGen,51.09717868338558,5.454545454545455,False,True
fc76beb7-c258-412f-a623-42fc8d2331b6,WiC,CTBase,NumerSense,50.626959247648905,10.76487252124646,True,False
cacee36c-e2b7-458e-9d51-6fcfd83842b4,WiC,CTBase,NumerSense,50.470219435736674,7.0588235294117645,False,False
5d8e8d21-8059-4373-bbf2-a25cbe1e6960,WiC,CTBase,NumerSense,50.626959247648905,9.221902017291065,True,False
4e9da2b8-2502-44a7-a7da-ae62f2d554c9,WiC,CTBase,NumerSense,50.313479623824456,1.2461059190031152,False,False
1f959d92-dca8-4647-9840-69391dfbd000,WiC,CTBase,NumerSense,50.78369905956113,8.720930232558139,True,False
c97e7bbf-b7f0-4cee-ada5-431ce7d606cc,WiC,CTBase,SemEval2010,50.313479623824456,1.2461059190031152,True,False
5d7123a8-4ed4-42ce-bcfb-4af415962efc,WiC,CTBase,SemEval2010,50.470219435736674,1.8633540372670807,True,False
202246b0-3f82-42b9-bc8d-d36997b5f2cb,WiC,CTBase,SemEval2010,50.470219435736674,1.8633540372670807,True,False
af4d550e-54b8-471e-97af-2b2c50a1382e,WiC,CTBase,Multi-XSci,51.2539184952978,11.89801699716714,False,False
3bd082cb-4e28-4eb7-9fa2-dd03f1f86219,WiC,CTBase,Multi-XSci,50.313479623824456,7.038123167155426,False,False
2bca0197-e3d4-4870-bd95-178411e52e09,WiC,CTBase,Multi-XSci,50.0,11.142061281337048,False,False
774b4349-0524-4a34-881b-b344f8f5c34e,WiC,CTBase,LAMBADA,50.78369905956113,8.720930232558139,False,False
4f08e9d4-bcff-4bc0-9902-87c497625d17,WiC,CTBase,LAMBADA,50.78369905956113,7.647058823529411,False,False
1ee5ddef-fffb-4b73-a2f7-f600ffac63cb,WiC,CTBase,LAMBADA,50.313479623824456,3.058103975535168,False,False
9a3f617f-628f-4fa5-9b74-47d0b166a487,WiC,CTBase,XSum,50.626959247648905,7.079646017699116,False,True
4cfe4126-b9f5-44eb-8a98-973987c5f32e,WiC,CTBase,XSum,51.09717868338558,6.024096385542168,False,True
3d388a1e-3361-407b-baa7-61397cc58382,WiC,CTBase,XSum,51.09717868338558,6.024096385542168,False,True
13c02904-e4e2-4b4f-b115-44b437d22041,WiC,CTBase,XSum,50.15673981191222,7.017543859649124,False,True
5fa16d31-b513-480d-bd1b-1fa8c182fb76,WiC,CTBase,FinNews,50.15673981191222,3.636363636363636,True,False
461efe04-6883-41e8-80f0-e722a75260fe,WiC,CTBase,FinNews,50.626959247648905,3.0769230769230766,False,False
0beba048-f949-4034-83b6-a3e0e7363f46,WiC,CTBase,FinNews,50.470219435736674,24.03846153846154,False,False
06719321-62e7-4f6e-8f95-464cd2b5ca5c,WiC,CTBase,FinNews,49.843260188087775,1.234567901234568,True,False
f32348cd-d3cb-4619-87b9-e24f99c78567,CB,CTBase,COPA,26.785714285714285,21.759259259259263,True,False
f32348cd-d3cb-4619-87b9-e24f99c78567,RTE,CTBase,COPA,69.31407942238266,74.16413373860182,True,False
a1f9951e-2b6b-4530-9636-9cdf4c1658c5,CB,CTBase,COPA,32.142857142857146,24.197530864197528,True,False
a1f9951e-2b6b-4530-9636-9cdf4c1658c5,RTE,CTBase,COPA,75.45126353790613,78.2051282051282,True,False
0edd8660-f299-4819-a5ac-633c11177228,CB,CTBase,COPA,25.0,20.900076277650648,True,False
2d0d63da-ffcf-4f6e-941a-b8da922be43e,CB,CTBase,ANLI,33.92857142857143,26.290491118077323,True,False
0edd8660-f299-4819-a5ac-633c11177228,RTE,CTBase,COPA,68.23104693140795,73.80952380952382,True,False
9e078fb4-505b-413c-bb5e-3cd16ddcf5d7,CB,CTBase,ANLI,28.57142857142857,23.14814814814815,True,False
2d0d63da-ffcf-4f6e-941a-b8da922be43e,RTE,CTBase,ANLI,64.62093862815884,71.67630057803468,True,False
fb4f8144-37f5-4977-88da-37a5d0bfd0e8,CB,CTBase,ANLI,32.142857142857146,25.185185185185183,True,False
bab86d5a-4f9c-40db-b619-a7b7d5cae681,CB,CTBase,ANLI,33.92857142857143,24.821312540610784,True,False
9e078fb4-505b-413c-bb5e-3cd16ddcf5d7,RTE,CTBase,ANLI,61.01083032490975,70.49180327868852,True,False
a850110d-f1a3-49b4-949a-d3bfe9f81344,CB,CTBase,ANLI,26.785714285714285,22.654462242562925,True,False
9b613182-c6ab-4427-9221-3d68f6d62765,CB,CTBase,ANLI,37.5,26.45833333333333,True,False
fb4f8144-37f5-4977-88da-37a5d0bfd0e8,RTE,CTBase,ANLI,72.20216606498195,76.3076923076923,True,False
620aa3fc-d5eb-46f5-a1ee-4c754527aa97,CB,CTBase,ANLI,30.357142857142858,23.3974358974359,True,False
bab86d5a-4f9c-40db-b619-a7b7d5cae681,RTE,CTBase,ANLI,69.67509025270758,74.99999999999999,True,False
ec249357-e672-4e7d-b8b6-d97ed7d090c5,CB,CTBase,ANLI,32.142857142857146,20.944669365721992,True,False
c4ed37ae-d7d7-4197-a725-ef2152fa3b1f,CB,CTBase,ANLI,32.142857142857146,26.38888888888889,True,False
a850110d-f1a3-49b4-949a-d3bfe9f81344,RTE,CTBase,ANLI,63.1768953068592,71.50837988826815,True,False
ed215962-8e51-45e7-b025-6e822f877098,CB,CTBase,CommonGen,14.285714285714285,13.095238095238091,False,True
9b613182-c6ab-4427-9221-3d68f6d62765,RTE,CTBase,ANLI,72.92418772563177,77.06422018348624,True,False
b7012213-04c4-424d-85fb-39d63d8a0ca2,CB,CTBase,CommonGen,12.5,11.904761904761903,False,True
620aa3fc-d5eb-46f5-a1ee-4c754527aa97,RTE,CTBase,ANLI,58.48375451263538,69.00269541778977,True,False
fc76beb7-c258-412f-a623-42fc8d2331b6,CB,CTBase,NumerSense,26.785714285714285,20.32085561497326,True,False
cacee36c-e2b7-458e-9d51-6fcfd83842b4,CB,CTBase,NumerSense,14.285714285714285,14.043887147335424,False,False
ec249357-e672-4e7d-b8b6-d97ed7d090c5,RTE,CTBase,ANLI,65.34296028880865,72.57142857142857,True,False
5d8e8d21-8059-4373-bbf2-a25cbe1e6960,CB,CTBase,NumerSense,25.0,23.24786324786325,True,False
c4ed37ae-d7d7-4197-a725-ef2152fa3b1f,RTE,CTBase,ANLI,62.093862815884485,71.07438016528926,True,False
4e9da2b8-2502-44a7-a7da-ae62f2d554c9,CB,CTBase,NumerSense,12.5,10.983050847457628,False,False
ed215962-8e51-45e7-b025-6e822f877098,RTE,CTBase,CommonGen,51.26353790613718,65.47314578005115,False,True
1f959d92-dca8-4647-9840-69391dfbd000,CB,CTBase,NumerSense,28.57142857142857,20.480668756530825,True,False
c97e7bbf-b7f0-4cee-ada5-431ce7d606cc,CB,CTBase,SemEval2010,8.928571428571429,7.186440677966101,True,False
b7012213-04c4-424d-85fb-39d63d8a0ca2,RTE,CTBase,CommonGen,52.34657039711191,66.15384615384615,False,True
5d7123a8-4ed4-42ce-bcfb-4af415962efc,CB,CTBase,SemEval2010,14.285714285714285,13.82716049382716,True,False
fc76beb7-c258-412f-a623-42fc8d2331b6,RTE,CTBase,NumerSense,69.31407942238266,74.62686567164178,True,False
202246b0-3f82-42b9-bc8d-d36997b5f2cb,CB,CTBase,SemEval2010,16.071428571428573,16.04938271604938,True,False
af4d550e-54b8-471e-97af-2b2c50a1382e,CB,CTBase,Multi-XSci,21.428571428571427,21.3903743315508,False,False
cacee36c-e2b7-458e-9d51-6fcfd83842b4,RTE,CTBase,NumerSense,57.03971119133574,68.09651474530831,False,False
3bd082cb-4e28-4eb7-9fa2-dd03f1f86219,CB,CTBase,Multi-XSci,19.642857142857142,19.71153846153846,False,False
5d8e8d21-8059-4373-bbf2-a25cbe1e6960,RTE,CTBase,NumerSense,65.70397111913357,72.30320699708454,True,False
2bca0197-e3d4-4870-bd95-178411e52e09,CB,CTBase,Multi-XSci,16.071428571428573,15.784134712923514,False,False
774b4349-0524-4a34-881b-b344f8f5c34e,CB,CTBase,LAMBADA,21.428571428571427,21.7948717948718,False,False
4e9da2b8-2502-44a7-a7da-ae62f2d554c9,RTE,CTBase,NumerSense,50.18050541516246,65.32663316582915,False,False
4f08e9d4-bcff-4bc0-9902-87c497625d17,CB,CTBase,LAMBADA,17.857142857142858,17.934672347332114,False,False
